"Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";
"23.03.2024 22:00";"-1.2";"752.1";"761.7";"";"71";"Ветер, дующий с юго-востока";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.8";"";"";"";"";"";"";
"23.03.2024 16:00";"1.9";"752.3";"761.8";"";"55";"Ветер, дующий с юго-юго-востока";"5";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.3";"";"";"";"";"";"";
"23.03.2024 13:00";"-0.4";"752.7";"762.3";"";"60";"Ветер, дующий с юго-юго-востока";"5";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"23.03.2024 10:00";"-3.6";"752.2";"762.0";"";"71";"Ветер, дующий с юго-юго-востока";"5";"";"10";"";" ";"";"";"-6.3";"";"";"";"";"";"";"";"-8.1";"";"";"";"";"";"";
"23.03.2024 07:00";"-4.6";"751.9";"761.7";"";"82";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"-6.3";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"23.03.2024 04:00";"-6.2";"752.7";"762.5";"";"87";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.1";"";"";"";"";"";"";
"23.03.2024 01:00";"-5.2";"753.4";"763.2";"";"79";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.3";"";"";"";"";"";"";
"22.03.2024 22:00";"-3.4";"753.5";"763.3";"";"68";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"22.03.2024 19:00";"-1.4";"753.4";"763.0";"";"60";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"-0.3";"";"";"";"";"";"";"-8.2";"";"";"";"";"";"";
"22.03.2024 16:00";"-0.9";"753.6";"763.3";"";"58";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.2";"";"";"";"";"";"";
"22.03.2024 13:00";"-1.6";"752.9";"762.6";"";"60";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"22.03.2024 10:00";"-4.3";"751.3";"761.1";"";"65";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"-10.9";"";"";"";"";"";"";"";"-9.9";"";"";"";"";"";"";
"22.03.2024 07:00";"-6.5";"750.7";"760.5";"";"78";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"-10.9";"";"";"";"";"";"";"";"-9.8";"";"";"";"";"";"";
"22.03.2024 04:00";"-7.2";"752.8";"762.7";"";"93";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.1";"";"";"";"";"";"";
"22.03.2024 01:00";"-10.4";"754.5";"764.5";"";"92";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.4";"";"";"";"";"";"";
"21.03.2024 22:00";"-8.1";"754.6";"764.5";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.6";"";"";"";"";"";"";
"21.03.2024 19:00";"-3.8";"754.0";"763.9";"";"66";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"-3.0";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"21.03.2024 16:00";"-4.2";"754.5";"764.3";"";"52";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.7";"";"";"";"";"";"";
"21.03.2024 13:00";"-4.9";"755.5";"765.3";"";"53";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.2";"";"";"";"";"";"";
"21.03.2024 10:00";"-8.6";"755.8";"765.7";"";"73";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"-10.0";"";"";"";"";"";"";"";"-12.6";"";"";"";"";"";"";
"21.03.2024 07:00";"-8.9";"754.6";"764.6";"";"80";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"-8.9";"";"";"";"";"";"";"";"-11.7";"";"";"";"";"";"";
"21.03.2024 04:00";"-6.2";"753.4";"763.2";"";"62";"Ветер, дующий с востока";"2";"";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.4";"";"";"";"";"";"";
"21.03.2024 01:00";"-3.5";"752.2";"761.9";"";"53";"Ветер, дующий с востока";"2";"";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.9";"";"";"";"";"";"";
"20.03.2024 22:00";"-1.5";"750.4";"760.1";"";"56";"Ветер, дующий с юго-юго-востока";"3";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.2";"";"";"";"";"";"";
"20.03.2024 19:00";"0.0";"750.0";"759.6";"";"47";"Ветер, дующий с юго-юго-востока";"3";"";"11";"";" ";"";"";"";"1.4";"";"";"";"";"";"";"-10.2";"";"";"";"";"";"";
"20.03.2024 16:00";"1.0";"751.0";"760.5";"";"39";"Ветер, дующий с юго-юго-востока";"5";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.4";"";"";"";"";"";"";
"20.03.2024 13:00";"0.2";"751.3";"760.8";"";"61";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.5";"";"";"";"";"";"";
"20.03.2024 10:00";"-2.6";"751.3";"760.9";"";"80";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"-3.4";"";"";"";"";"";"";"";"-5.7";"";"";"";"";"";"";
"20.03.2024 04:00";"-1.9";"749.8";"759.4";"";"85";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.1";"";"";"";"";"";"";
"20.03.2024 01:00";"0.2";"749.0";"758.6";"";"75";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.8";"";"";"";"";"";"";
"19.03.2024 22:00";"1.5";"749.2";"758.6";"";"70";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"19.03.2024 19:00";"3.3";"748.9";"758.3";"";"58";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"4.1";"";"";"";"";"";"";"-4.2";"";"";"";"";"";"";
"19.03.2024 16:00";"3.9";"750.2";"759.7";"";"54";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"19.03.2024 13:00";"2.1";"751.9";"761.5";"";"61";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"19.03.2024 10:00";"-2.0";"753.9";"763.6";"";"80";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"-4.4";"";"";"";"";"";"";"";"-5.1";"";"";"";"";"";"";
"19.03.2024 07:00";"-4.2";"755.2";"765.0";"";"96";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"-4.4";"";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"19.03.2024 04:00";"-4.4";"756.5";"766.3";"";"91";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.6";"";"";"";"";"";"";
"19.03.2024 01:00";"-2.9";"757.6";"767.5";"";"77";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.4";"";"";"";"";"";"";
"18.03.2024 22:00";"-0.9";"758.2";"767.9";"";"65";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.8";"";"";"";"";"";"";
"18.03.2024 19:00";"2.4";"758.4";"768.0";"";"41";"Ветер, дующий с юго-юго-востока";"4";"";"10";"";" ";"";"";"";"3.1";"";"";"";"";"";"";"-9.5";"";"";"";"";"";"";
"18.03.2024 16:00";"2.0";"758.8";"768.4";"";"53";"Ветер, дующий с юго-юго-востока";"5";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"18.03.2024 10:00";"-3.3";"759.4";"769.3";"";"79";"Ветер, дующий с юго-юго-востока";"5";"";"";"";" ";"";"";"-4.1";"";"";"";"";"";"";"";"-6.5";"";"";"";"";"";"";
"18.03.2024 07:00";"-3.8";"759.4";"769.3";"";"85";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"-4.0";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"18.03.2024 04:00";"-3.1";"760.1";"769.9";"";"82";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.7";"";"";"";"";"";"";
"18.03.2024 01:00";"-3.1";"760.6";"770.4";"";"83";"Ветер, дующий с юго-востока";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.6";"";"";"";"";"";"";
"17.03.2024 22:00";"-3.1";"761.2";"771.1";"";"79";"Ветер, дующий с юго-юго-востока";"5";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.2";"";"";"";"";"";"";
"17.03.2024 19:00";"-0.9";"761.8";"771.6";"";"75";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"-0.9";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"17.03.2024 16:00";"-0.9";"762.5";"772.3";"";"76";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.6";"";"";"";"";"";"";
"17.03.2024 13:00";"-2.3";"762.9";"772.7";"";"83";"Ветер, дующий с юго-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"17.03.2024 10:00";"-3.1";"762.1";"772.0";"";"87";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"-4.4";"";"";"";"";"";"";"";"-5.0";"";"";"";"";"";"";
"17.03.2024 07:00";"-3.8";"760.6";"770.5";"";"87";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"-4.7";"";"";"";"";"";"";"";"-5.6";"";"";"";"";"";"";
"17.03.2024 04:00";"-4.3";"758.9";"768.7";"";"86";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.3";"";"";"";"";"";"";
"17.03.2024 01:00";"-4.1";"757.2";"767.0";"";"83";"Ветер, дующий с юго-юго-востока";"3";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"16.03.2024 22:00";"-4.2";"756.0";"765.8";"";"91";"Ветер, дующий с юго-юго-востока";"4";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.4";"";"";"";"";"";"";
"16.03.2024 19:00";"-4.8";"755.8";"765.7";"";"92";"Ветер, дующий с юго-востока";"6";"11";"18";"";" ";"";"";"";"-3.6";"";"";"";"";"";"";"-5.9";"";"";"";"";"";"";
"16.03.2024 16:00";"-4.4";"757.6";"767.4";"";"80";"Ветер, дующий с юго-востока";"7";"12";"18";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"16.03.2024 13:00";"-3.6";"759.9";"769.7";"";"70";"Ветер, дующий с юго-юго-востока";"8";"12";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.4";"";"";"";"";"";"";
"16.03.2024 10:00";"-5.3";"761.2";"771.1";"";"85";"Ветер, дующий с юго-востока";"6";"10";"11";"";" ";"";"";"-11.0";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"16.03.2024 07:00";"-6.9";"762.2";"772.2";"";"90";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"-11.0";"";"";"";"";"";"";"";"-8.3";"";"";"";"";"";"";
"16.03.2024 04:00";"-9.0";"763.3";"773.3";"";"91";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.2";"";"";"";"";"";"";
"16.03.2024 01:00";"-10.6";"764.4";"774.6";"";"90";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.0";"";"";"";"";"";"";
"15.03.2024 22:00";"-9.2";"764.9";"775.0";"";"80";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.0";"";"";"";"";"";"";
"15.03.2024 19:00";"-7.7";"764.3";"774.4";"";"78";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"-7.4";"";"";"";"";"";"";"-10.9";"";"";"";"";"";"";
"15.03.2024 16:00";"-7.7";"764.1";"774.1";"";"67";"Ветер, дующий с юго-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.8";"";"";"";"";"";"";
"15.03.2024 13:00";"-9.7";"763.7";"773.8";"";"75";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"15.03.2024 10:00";"-11.0";"763.0";"773.2";"";"82";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"-13.3";"";"";"";"";"";"";"";"-13.5";"";"";"";"";"";"";
"15.03.2024 07:00";"-12.4";"761.9";"772.0";"";"87";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"-13.3";"";"";"";"";"";"";"";"-14.2";"";"";"";"";"";"";
"15.03.2024 04:00";"-13.0";"761.4";"771.7";"";"86";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.9";"";"";"";"";"";"";
"15.03.2024 01:00";"-12.1";"760.9";"771.1";"";"83";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.4";"";"";"";"";"";"";
"14.03.2024 22:00";"-10.6";"760.1";"770.2";"";"81";"Ветер, дующий с юго-юго-востока";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"14.03.2024 19:00";"-7.7";"758.4";"768.4";"";"69";"Ветер, дующий с юго-юго-востока";"5";"";"10";"";" ";"";"";"";"-5.1";"";"";"";"";"";"";"-12.5";"";"";"";"";"";"";
"14.03.2024 16:00";"-6.1";"756.5";"766.4";"";"72";"Ветер, дующий с юго-юго-востока";"6";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.3";"";"";"";"";"";"";
"14.03.2024 13:00";"-5.8";"755.5";"765.4";"";"74";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.7";"";"";"";"";"";"";
"14.03.2024 10:00";"-7.8";"754.7";"764.6";"";"88";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"-8.6";"";"";"";"";"";"";"";"-9.5";"";"";"";"";"";"";
"14.03.2024 07:00";"-8.6";"754.3";"764.3";"";"86";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"-8.6";"";"";"";"";"";"";"";"-10.5";"";"";"";"";"";"";
"14.03.2024 04:00";"-7.0";"754.9";"764.8";"";"67";"Ветер, дующий с востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.1";"";"";"";"";"";"";
"14.03.2024 01:00";"-7.0";"757.2";"767.1";"";"68";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.0";"";"";"";"";"";"";
"13.03.2024 22:00";"-7.7";"758.6";"768.6";"";"79";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.8";"";"";"";"";"";"";
"13.03.2024 19:00";"-6.4";"758.7";"768.6";"";"65";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"-5.4";"";"";"";"";"";"";"-12.0";"";"";"";"";"";"";
"13.03.2024 16:00";"-5.6";"758.7";"768.6";"";"60";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.3";"";"";"";"";"";"";
"13.03.2024 13:00";"-7.9";"757.6";"767.5";"";"67";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.0";"";"";"";"";"";"";
"13.03.2024 10:00";"-12.1";"755.7";"765.7";"";"82";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"-13.4";"";"";"";"";"";"";"";"-14.6";"";"";"";"";"";"";
"13.03.2024 07:00";"-12.0";"752.6";"762.7";"";"90";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"-12.0";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"13.03.2024 04:00";"-8.6";"750.7";"760.6";"";"87";"Ветер, дующий с востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.4";"";"";"";"";"";"";
"13.03.2024 01:00";"-7.0";"751.2";"761.1";"";"91";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.2";"";"";"";"";"";"";
"12.03.2024 22:00";"-6.4";"752.1";"762.0";"";"80";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.4";"";"";"";"";"";"";
"12.03.2024 19:00";"-4.3";"754.0";"763.7";"";"68";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"-3.8";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"12.03.2024 16:00";"-4.1";"755.5";"765.3";"";"69";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.0";"";"";"";"";"";"";
"12.03.2024 13:00";"-5.8";"757.6";"767.5";"";"74";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.7";"";"";"";"";"";"";
"12.03.2024 10:00";"-8.3";"758.2";"768.2";"";"84";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"-9.8";"";"";"";"";"";"";"";"-10.6";"";"";"";"";"";"";
"12.03.2024 07:00";"-8.9";"757.9";"768.0";"";"88";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"-8.9";"";"";"";"";"";"";"";"-10.5";"";"";"";"";"";"";
"12.03.2024 04:00";"-7.2";"757.2";"767.2";"";"79";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.2";"";"";"";"";"";"";
"12.03.2024 01:00";"-4.9";"756.0";"765.8";"";"77";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.4";"";"";"";"";"";"";
"11.03.2024 22:00";"-3.7";"754.9";"764.7";"";"83";"Ветер, дующий с юго-юго-востока";"3";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.2";"";"";"";"";"";"";
"11.03.2024 19:00";"-2.7";"754.0";"763.7";"";"70";"Ветер, дующий с юго-юго-востока";"5";"10";"14";"";" ";"";"";"";"1.5";"";"";"";"";"";"";"-7.5";"";"";"";"";"";"";
"11.03.2024 16:00";"-0.1";"752.7";"762.3";"";"68";"Ветер, дующий с юго-юго-востока";"7";"13";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"11.03.2024 13:00";"0.2";"753.1";"762.7";"";"85";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"11.03.2024 10:00";"-1.4";"753.7";"763.3";"";"92";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"-2.9";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"11.03.2024 07:00";"-2.5";"754.4";"764.1";"";"77";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"-2.5";"";"";"";"";"";"";"";"-6.1";"";"";"";"";"";"";
"11.03.2024 04:00";"-0.8";"754.0";"763.6";"";"73";"Ветер, дующий с юго-юго-востока";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.1";"";"";"";"";"";"";
"11.03.2024 01:00";"-0.3";"753.1";"762.7";"";"81";"Ветер, дующий с юго-юго-востока";"4";"";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"10.03.2024 22:00";"-0.4";"750.0";"759.6";"";"84";"Ветер, дующий с юго-юго-востока";"4";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"10.03.2024 19:00";"1.3";"745.4";"754.9";"";"93";"Ветер, дующий с юго-юго-востока";"7";"13";"13";"";" ";"";"";"";"3.3";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"10.03.2024 16:00";"2.8";"743.5";"752.9";"";"89";"Ветер, дующий с юго-востока";"6";"10";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"10.03.2024 13:00";"3.2";"744.4";"753.8";"";"84";"Ветер, дующий с юго-востока";"6";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"10.03.2024 10:00";"1.0";"745.9";"755.5";"";"99";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"-3.8";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"10.03.2024 07:00";"0.9";"748.2";"757.7";"";"84";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"-3.8";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"10.03.2024 04:00";"-0.9";"750.4";"760.0";"";"86";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"10.03.2024 01:00";"-3.7";"752.6";"762.4";"";"92";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"09.03.2024 22:00";"-2.1";"754.3";"764.0";"";"85";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"";"";"";"";"";"";
"09.03.2024 19:00";"-1.7";"754.9";"764.6";"";"72";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"-1.7";"";"";"";"";"";"";"-6.2";"";"";"";"";"";"";
"09.03.2024 16:00";"-2.7";"755.7";"765.4";"";"73";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.0";"";"";"";"";"";"";
"09.03.2024 13:00";"-6.2";"757.2";"767.1";"";"75";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.0";"";"";"";"";"";"";
"09.03.2024 10:00";"-11.4";"758.3";"768.4";"";"90";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"-13.2";"";"";"";"";"";"";"";"-12.8";"";"";"";"";"";"";
"09.03.2024 07:00";"-13.1";"759.1";"769.3";"";"89";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"-13.1";"";"";"";"";"";"";"";"-14.5";"";"";"";"";"";"";
"09.03.2024 04:00";"-12.8";"759.6";"769.8";"";"87";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.6";"";"";"";"";"";"";
"09.03.2024 01:00";"-12.3";"759.7";"769.9";"";"84";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.5";"";"";"";"";"";"";
"08.03.2024 22:00";"-12.0";"759.6";"769.7";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.0";"";"";"";"";"";"";
"08.03.2024 19:00";"-8.2";"758.8";"768.8";"";"56";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"-6.7";"";"";"";"";"";"";"-15.6";"";"";"";"";"";"";
"08.03.2024 16:00";"-7.1";"757.6";"767.5";"";"49";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.2";"";"";"";"";"";"";
"08.03.2024 13:00";"-8.0";"756.7";"766.6";"";"56";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.4";"";"";"";"";"";"";
"08.03.2024 10:00";"-10.5";"755.4";"765.4";"";"83";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"-10.8";"";"";"";"";"";"";"";"-12.8";"";"";"";"";"";"";
"08.03.2024 07:00";"-9.3";"754.4";"764.4";"";"90";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"-9.3";"";"";"";"";"";"";"";"-10.6";"";"";"";"";"";"";
"08.03.2024 01:00";"-7.7";"753.9";"763.8";"";"88";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"07.03.2024 19:00";"-6.1";"752.8";"762.7";"";"81";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"-5.1";"";"";"";"";"";"";"-8.8";"";"";"";"";"";"";
"07.03.2024 16:00";"-5.6";"752.3";"762.1";"";"73";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.7";"";"";"";"";"";"";
"07.03.2024 13:00";"-5.9";"751.7";"761.5";"";"75";"Ветер, дующий с юго-востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.6";"";"";"";"";"";"";
"07.03.2024 10:00";"-6.4";"751.3";"761.2";"";"80";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"-6.4";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"07.03.2024 07:00";"-4.8";"750.8";"760.6";"";"73";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"-5.5";"";"";"";"";"";"";"";"-9.0";"";"";"";"";"";"";
"07.03.2024 04:00";"-4.6";"751.8";"761.6";"";"76";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.3";"";"";"";"";"";"";
"07.03.2024 01:00";"-4.9";"753.4";"763.2";"";"78";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.2";"";"";"";"";"";"";
"06.03.2024 22:00";"-4.3";"754.9";"764.7";"";"76";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.0";"";"";"";"";"";"";
"06.03.2024 19:00";"-3.0";"755.3";"765.1";"";"74";"Ветер, дующий с юго-востока";"3";"";"10";"";" ";"";"";"";"-2.9";"";"";"";"";"";"";"-7.1";"";"";"";"";"";"";
"06.03.2024 16:00";"-3.3";"755.5";"765.2";"";"72";"Ветер, дующий с юго-востока";"5";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.7";"";"";"";"";"";"";
